"web-scraper-order";"foto1,foto2";"produkt";"kod";"opis";"foto1";"foto2";"foto3";"foto4";"waga";"kategoria";"cena"
"1521780173-487";"https://sklep.bestdiamonds.pl/userdata/gfx/d67e426f3dbe9d391b02c86d1e3f6fd1.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/82360bfd1763df40a5997761467a1fe6.jpg";"Pierścionek EY-380 0,09ct";"EY-380 0,09ct";"Brylant 0,09ct H/Si";"/userdata/gfx/d67e426f3dbe9d391b02c86d1e3f6fd1.jpg";"/userdata/gfx/82360bfd1763df40a5997761467a1fe6.jpg";"/userdata/gfx/598bbc3fc78ce3bf49bc45e3144fc6f7.jpg";"/userdata/gfx/a1b34acec2d3acd8de368f2c9397efda.jpg";"Waga: 1,50 - 1,90g";"z brylantami";"620"
"1521779299-81";"https://sklep.bestdiamonds.pl/userdata/gfx/663cf70b0274ae5de0c0fec5fa3569b6.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c85e63a888e39fcf60691d252c13b325.jpg";"Pierścionek EY-5 rubin";"EY-5 rubin";"Kamień centralny: rubin 0,60 ct
Kamienie boczne: brylanty 0,05 ct H/Si";"/userdata/gfx/663cf70b0274ae5de0c0fec5fa3569b6.jpg";"/userdata/gfx/c85e63a888e39fcf60691d252c13b325.jpg";"/userdata/gfx/c70d934c5f8e5f3c0b967e4dda1334fe.jpg";"/userdata/gfx/6a8a9b8da5a8ea3dc1f1099d38e0aa3c.jpg";"Waga: 1,70 - 2,10g";"z rubinem";"600"
"1521779420-136";"https://sklep.bestdiamonds.pl/userdata/gfx/1cc7507655adf133072c0a0f1e08a250.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/944ae83384921949b91573fca8be9be6.jpg";"Pierścionek EY-311 0,09ct";"EY-311 0,09ct";"Brylant 0,09ct H/Si";"/userdata/gfx/1cc7507655adf133072c0a0f1e08a250.jpg";"/userdata/gfx/944ae83384921949b91573fca8be9be6.jpg";"/userdata/gfx/85a5526563a07d8984915c1b06a45f6f.jpg";"/userdata/gfx/04eea549e02f66ff1c658f449683ca2d.jpg";"Waga: 1,50 - 1,90g";"z brylantami";"620"
"1521779340-101";"https://sklep.bestdiamonds.pl/userdata/gfx/568d673e2aa86bdf08cfa462602552c6.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/61992447bf2ab9a23cf422cfe5e7454e.jpg";"Pierścionek EY-4 0,40ct";"EY-4 0,40ct";"Brylanty: 0,40ct H/Si";"/userdata/gfx/568d673e2aa86bdf08cfa462602552c6.jpg";"/userdata/gfx/61992447bf2ab9a23cf422cfe5e7454e.jpg";"/userdata/gfx/56042bfaf834436b619c96f21f38dbb7.jpg";"/userdata/gfx/166eed182288f2e4feae9b0bf664377f.jpg";"Waga: 2,90 - 3,30g";"z brylantami";"1780"
"1521779586-215";"https://sklep.bestdiamonds.pl/userdata/gfx/cd64ba044751603a5069d8624fe4fb83.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/e20e889baa4932176189cf567d0eb1e5.jpg";"Pierścionek EY-26 szafir";"EY-26 szafir";"Kamień centralny: szafir 0,70ct";"/userdata/gfx/cd64ba044751603a5069d8624fe4fb83.jpg";"/userdata/gfx/e20e889baa4932176189cf567d0eb1e5.jpg";"/userdata/gfx/2dbbeee360c278f59dbdded3deef9082.jpg";"/userdata/gfx/6a4b04d66caf96cefbdbaba94a6a0313.jpg";"Kamienie boczne: brylanty 0,10ct H/Si";"z szafirem";"850"
"1521779867-347";"https://sklep.bestdiamonds.pl/userdata/gfx/4eb2fd61e77624115ba1056955604513.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/b4c06e68e94ae369ddb76d5fbfd65cfb.jpg";"Pierścionek EY-177 0,16ct";"EY-177 0,16ct";"Kamień centralny: brylant 0,13 ct H/Si
Kamienie boczne: brylanty 0,03 ct H/Si";"/userdata/gfx/4eb2fd61e77624115ba1056955604513.jpg";"/userdata/gfx/b4c06e68e94ae369ddb76d5fbfd65cfb.jpg";"/userdata/gfx/7b43e91d07baed1dc84cae2f5417c933.jpg";"/userdata/gfx/45933f926e0e45a2115ec5e11165ff73.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"950"
"1521779177-23";"https://sklep.bestdiamonds.pl/userdata/gfx/6fad2ca41ff4ddf2ec80bad29afffa64.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/9e979a38870bbf5c38da8b735292e75e.jpg";"Pierścionek EY-8 0,08ct";"EY-8 0,08ct";"Brylant 0,08ct H/Si";"/userdata/gfx/6fad2ca41ff4ddf2ec80bad29afffa64.jpg";"/userdata/gfx/9e979a38870bbf5c38da8b735292e75e.jpg";"/userdata/gfx/5144777d8a7f85dfcb9083b5d5693b46.jpg";"/userdata/gfx/2cadd1620b07aeb757b695b19e793788.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"600"
"1521779906-365";"https://sklep.bestdiamonds.pl/userdata/gfx/87cee4a429d9ad67773ffe68153ff957.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c6a6a7ed9bb3963cf6068adf9dc7f2f2.jpg";"Pierścionek EY-156 0,10ct";"EY-156 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/87cee4a429d9ad67773ffe68153ff957.jpg";"/userdata/gfx/c6a6a7ed9bb3963cf6068adf9dc7f2f2.jpg";"/userdata/gfx/a7ad82b72569ecd98625e997f04a64dc.jpg";"/userdata/gfx/25752ed017f7cc746b56040ef64835bb.jpg";"Waga: 2,70 - 3,10g";"z brylantami";"740"
"1521779474-162";"https://sklep.bestdiamonds.pl/userdata/gfx/47acfddcc1d276dfa140d77e75282714.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/b06634e732dcf28d4fc42ded5a295100.jpg";"Pierścionek EY-3 topaz";"EY-3 topaz";"Kamień centralny: topaz 0,70 ct
Kamienie boczne: brylanty 0,03 ct H/Si";"/userdata/gfx/47acfddcc1d276dfa140d77e75282714.jpg";"/userdata/gfx/b06634e732dcf28d4fc42ded5a295100.jpg";"/userdata/gfx/96fe7fe29823166ee34d1c5344f96b94.jpg";"/userdata/gfx/45539f5790e01417c0d6e0e3f03452ea.jpg";"Waga: 2,10 - 2,50g";"z topazem";"500"
"1521779533-190";"https://sklep.bestdiamonds.pl/userdata/gfx/404225cbdffd618960bd76711645b1c0.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/1466371db5b0a195363abb28f1101a4a.jpg";"Pierścionek EY-277 0,08ct";"EY-277 0,08ct";"Brylant 0,08ct H/Si";"/userdata/gfx/404225cbdffd618960bd76711645b1c0.jpg";"/userdata/gfx/1466371db5b0a195363abb28f1101a4a.jpg";"/userdata/gfx/b8ac77b3f3155b1e0c120f7fd07c7d27.jpg";"/userdata/gfx/a17483f0fd7cce48cae28bb0424a43b7.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"580"
"1521780254-524";"https://sklep.bestdiamonds.pl/userdata/gfx/b46eb890ea14516e086ea60aa4582ec8.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/fc1a60cffcd502afb93b9b4185fe8c13.jpg";"Pierścionek EY-345 0,50ct";"EY-345 0,50ct";"Kamień centralny: brylant 0,30 ct H/Si
Kamienie boczne: brylanty 0,20 ct H/Si";"/userdata/gfx/b46eb890ea14516e086ea60aa4582ec8.jpg";"/userdata/gfx/fc1a60cffcd502afb93b9b4185fe8c13.jpg";"/userdata/gfx/02dd5e945653a45065e4db838947c3a8.jpg";"/userdata/gfx/acf42a3480b1b368079116aaecfacb68.jpg";"Waga: 2,80 - 3,20g";"z brylantami";"2900"
"1521779672-256";"https://sklep.bestdiamonds.pl/userdata/gfx/1aca7a0ac65d609ba2bcb3d4c27dd815.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/4006e90149d18e7f0c02629ceaff9b36.jpg";"Pierścionek EY-229B 0,25ct";"EY-229B 0,25ct";"Brylant 0,25ct H/Si";"/userdata/gfx/1aca7a0ac65d609ba2bcb3d4c27dd815.jpg";"/userdata/gfx/4006e90149d18e7f0c02629ceaff9b36.jpg";"/userdata/gfx/957f868f7e07a1f99b15d73c9576a2e3.jpg";"/userdata/gfx/6fca4fbe427d2f8c4f56492ea4659feb.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"1550"
"1521779703-271";"https://sklep.bestdiamonds.pl/userdata/gfx/378774708b6e595925f95fe429ac8177.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/d9965cf965fc02f8fc99d2060fac0dfb.jpg";"Pierścionek EY-224 0,08ct";"EY-224 0,08ct";"Brylant 0,08ct H/Si";"/userdata/gfx/378774708b6e595925f95fe429ac8177.jpg";"/userdata/gfx/d9965cf965fc02f8fc99d2060fac0dfb.jpg";"/userdata/gfx/806dbe34333dbd2f804774fb5f67090b.jpg";"/userdata/gfx/7a8e169836b3ca0ca5fbd9768bb5bfc8.jpg";"Waga: 1,10 - 1,50g";"z brylantami";"580"
"1521779457-154";"https://sklep.bestdiamonds.pl/userdata/gfx/3dec76ee8e119ea63fc02619d093c768.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/091eb366e7e839d0c454ab32bb2e0063.jpg";"Pierścionek EY-302 0,25ct";"EY-302 0,25ct";"Kamień centralny: brylant 0,08 ct H/Si
Kamienie boczne: brylanty 0,17 ct H/Si";"/userdata/gfx/3dec76ee8e119ea63fc02619d093c768.jpg";"/userdata/gfx/091eb366e7e839d0c454ab32bb2e0063.jpg";"/userdata/gfx/5369f758660fa83b9d022084b7afa350.jpg";"/userdata/gfx/0dcf4e2e33aa99b968b91763f864f523.jpg";"Waga: 2,40 - 2,80g";"z brylantami";"1240"
"1521779796-315";"https://sklep.bestdiamonds.pl/userdata/gfx/6f5a5a296b26af4b2045a008a8941aef.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/6efee6eff37bc52bd91bb3bf3f46c3e9.jpg";"Pierścionek EY-197 0,24ct";"EY-197 0,24ct";"Brylant 0,24ct H/Si";"/userdata/gfx/6f5a5a296b26af4b2045a008a8941aef.jpg";"/userdata/gfx/6efee6eff37bc52bd91bb3bf3f46c3e9.jpg";"/userdata/gfx/7b5834947163a971365a85983f3441d9.jpg";"/userdata/gfx/87f3f6d512898376337da38363d55916.jpg";"Waga: 1,90 - 2,30g";"z brylantami";"1430"
"1521779556-201";"https://sklep.bestdiamonds.pl/userdata/gfx/a94eb8b3ec244c942713cde4347c6dc6.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/6df1552cce1e7ca4bcc16c9df6ddebfe.jpg";"Pierścionek EY-271 rubin";"EY-271 rubin";"Kamień centralny: rubin 0,20 ct
Kamienie boczne: brylanty 0,14 ct H/Si";"/userdata/gfx/a94eb8b3ec244c942713cde4347c6dc6.jpg";"/userdata/gfx/6df1552cce1e7ca4bcc16c9df6ddebfe.jpg";"/userdata/gfx/6f2ba85f7d58a871b271515b8fb7d635.jpg";"/userdata/gfx/0d32b56a370fc278068570cd90ebbfe7.jpg";"Waga: 2,20 - 2,60g";"z rubinem";"880"
"1521779395-126";"https://sklep.bestdiamonds.pl/userdata/gfx/b59cafca36e272d6c3524f9bb32b7829.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/45bf968a4cf286506a307b060fb6c92d.jpg";"Pierścionek EY-320 0,09ct";"EY-320 0,09ct";"Brylant 0,09ct H/Si";"/userdata/gfx/b59cafca36e272d6c3524f9bb32b7829.jpg";"/userdata/gfx/45bf968a4cf286506a307b060fb6c92d.jpg";"/userdata/gfx/37a8fe8692d213cb017d8f9977bf0a63.jpg";"/userdata/gfx/0621321e086bcd191237523845db89a6.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"620"
"1521779588-216";"https://sklep.bestdiamonds.pl/userdata/gfx/e96b7d9f436b71693910a8876a956471.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/a5e33f6aa1ca34005cd8eaa6400f840f.jpg";"Pierścionek EY-259 0,15ct";"EY-259 0,15ct";"Brylant 0,15ct H/Si";"/userdata/gfx/e96b7d9f436b71693910a8876a956471.jpg";"/userdata/gfx/a5e33f6aa1ca34005cd8eaa6400f840f.jpg";"/userdata/gfx/9bec5db38bbb74fcca55f4c53964bb59.jpg";"/userdata/gfx/fb304f093154fb1ca9aad3a2116d1657.jpg";"Waga: 2,30 - 2,70g";"z brylantami";"920"
"1521780012-415";"https://sklep.bestdiamonds.pl/userdata/gfx/6f811f4fbba21f42e7956d493eaf3c87.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c4a5ac099cc897cae468f62ff3fbe040.jpg";"Pierścionek EY-103 oliwin";"EY-103 oliwin";"Kamień centralny: oliwin 1,10ct
Kamienie boczne: brylanty 0,03ct H/Si";"/userdata/gfx/6f811f4fbba21f42e7956d493eaf3c87.jpg";"/userdata/gfx/c4a5ac099cc897cae468f62ff3fbe040.jpg";"/userdata/gfx/2a47cbf127cd1bb0005f3609b7a3ca38.jpg";"/userdata/gfx/b9bf74c7c789e6fd09c37c63b3a45f39.jpg";"Waga: 1,90 - 2,30g";"z oliwinem";"500"
"1521780043-429";"https://sklep.bestdiamonds.pl/userdata/gfx/54a36aa9b581f6e845035309f8a4e99b.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/22e70bc5d565878bc2fbb0e9294dc717.jpg";"Pierścionek W417 0,05ct";"W417 0,05ct";"Brylanty: 0,05ct H/Si";"/userdata/gfx/54a36aa9b581f6e845035309f8a4e99b.jpg";"/userdata/gfx/22e70bc5d565878bc2fbb0e9294dc717.jpg";"/userdata/gfx/a6b57304a2ef1565ffe3ab36abbbbed0.jpg";"/userdata/gfx/384450e73018c81365676f3a1988502a.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"560"
"1521779962-391";"https://sklep.bestdiamonds.pl/userdata/gfx/60755036d72c9d39d44df38eac7dacf7.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/de4bdb43d5d3556e019eb339e00e90fc.jpg";"Pierścionek EY-120 granat";"EY-120 granat";"Kamień centralny: granat 0,60ct
Kamienie boczne: brylanty 0,03ct H/Si";"/userdata/gfx/60755036d72c9d39d44df38eac7dacf7.jpg";"/userdata/gfx/de4bdb43d5d3556e019eb339e00e90fc.jpg";"/userdata/gfx/80cdd7144b361dec963ec7b8fb73f5f8.jpg";"/userdata/gfx/42edb713faa9371a1fa0612652d4fad4.jpg";"Waga: 1,40 - 1,80g";"z granatem";"430"
"1521780076-443";"https://sklep.bestdiamonds.pl/userdata/gfx/048319aab20f4b17af4c50449afa87a8.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/762d9af08f8caf0f431f2b0990baf4a8.jpg";"Pierścionek EY-424 0,06ct";"EY-424 0,06ct";"Brylanty: 0,06ct H/Si";"/userdata/gfx/048319aab20f4b17af4c50449afa87a8.jpg";"/userdata/gfx/762d9af08f8caf0f431f2b0990baf4a8.jpg";"/userdata/gfx/4cffb1c9c3e6eeec3b47f092579cd028.jpg";"/userdata/gfx/5a273c5c195bfee88b8bd3eb85d30620.jpg";"Waga: 1,60 - 2,00g";"z brylantami";"500"
"1521779898-361";"https://sklep.bestdiamonds.pl/userdata/gfx/726946d861d858e61ea1f2a83dea06e3.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/1ab41bef53181ba30337704cc516848c.jpg";"Pierścionek EY-16 0,33ct";"EY-16 0,33ct";"Kamień centralny: brylant 0,23ct H/Si";"/userdata/gfx/726946d861d858e61ea1f2a83dea06e3.jpg";"/userdata/gfx/1ab41bef53181ba30337704cc516848c.jpg";"/userdata/gfx/c37cc5d9688183c959c3241930679c1d.jpg";"/userdata/gfx/2b63bf14d4659fb7c1ab0fd9c0f97e06.jpg";"Kamienie boczne: brylanty 0,10ct H/Si";"z brylantami";"1770"
"1521779322-92";"https://sklep.bestdiamonds.pl/userdata/gfx/576ce6caa62573b32a9d5bb7451892de.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/2932d638bdd2896d36de9fc950b0f855.jpg";"Pierścionek EY-43 szafir";"EY-43 szafir";"Kamień centralny: szafir 0,50 ct
Kamienie boczne: brylanty 0,09 ct H/Si";"/userdata/gfx/576ce6caa62573b32a9d5bb7451892de.jpg";"/userdata/gfx/2932d638bdd2896d36de9fc950b0f855.jpg";"/userdata/gfx/5f15cddbec8d6f520f0199680dbcae85.jpg";"/userdata/gfx/785940d97a6702f3d20d27d8e6c91166.jpg";"Waga: 2,70 - 3,10g";"z szafirem";"850"
"1521780148-476";"https://sklep.bestdiamonds.pl/userdata/gfx/cbe568ca55ea0417fb4ce72b4ece7695.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/0015e2188e170b4e6f1be7b6fed4b5af.jpg";"Pierścionek EY-391 0,30ct";"EY-391 0,30ct";"Brylant 0,30ct H/Si";"/userdata/gfx/cbe568ca55ea0417fb4ce72b4ece7695.jpg";"/userdata/gfx/0015e2188e170b4e6f1be7b6fed4b5af.jpg";"/userdata/gfx/2420e6bfee2e71cbe3cdd12476929b38.jpg";"/userdata/gfx/47eb82e12880889b2973eee98cdedf7a.jpg";"Waga: 2,30 - 2,70g";"z brylantami";"1850"
"1521779151-11";"https://sklep.bestdiamonds.pl/userdata/gfx/4f22e357a67633b6bf2c11ba93058191.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/e3e5477c7471e6cfe9f8917bd7f13a20.jpg";"Pierścionek EY-88 0,10ct";"EY-88 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/4f22e357a67633b6bf2c11ba93058191.jpg";"/userdata/gfx/e3e5477c7471e6cfe9f8917bd7f13a20.jpg";"/userdata/gfx/19da6a4348e84987d97a938d15125bf6.jpg";"/userdata/gfx/ee933df4d95126fcabe17c50cbebabc8.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"650"
"1521779288-76";"https://sklep.bestdiamonds.pl/userdata/gfx/9ba56004ab92f3d65ee3b9ba7c141396.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/8c892bb5be483cd4df67364d717bec44.jpg";"Pierścionek EY-51 0,04ct";"EY-51 0,04ct";"Brylant 0,04 ct H/Si";"/userdata/gfx/9ba56004ab92f3d65ee3b9ba7c141396.jpg";"/userdata/gfx/8c892bb5be483cd4df67364d717bec44.jpg";"/userdata/gfx/5492c02d02cd44577c38a3de0a87f3c0.jpg";"/userdata/gfx/d8cebb4c2a67a6964c7b1f8e72051dbd.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"390"
"1521779510-179";"https://sklep.bestdiamonds.pl/userdata/gfx/a734b2fe8140e09a630d9d1a802bb773.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/914526efb5f177dbb6e2042aee8fc0aa.jpg";"Pierścionek EY-287 0,06ct";"EY-287 0,06ct";"Brylant 0,06ct H/Si";"/userdata/gfx/a734b2fe8140e09a630d9d1a802bb773.jpg";"/userdata/gfx/914526efb5f177dbb6e2042aee8fc0aa.jpg";"/userdata/gfx/e9d1a59074d59bc48876f0caf020f8ff.jpg";"/userdata/gfx/f78e9fde219c2962487782dde6b6440d.jpg";"Waga: 1,60 - 2,00g";"z brylantami";"450"
"1521779636-239";"https://sklep.bestdiamonds.pl/userdata/gfx/e1bd11de8e2fdb7fc5567e93e274cb88.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/f59bb27e30f423a0cbfb704a2a7a9529.jpg";"Pierścionek EY-238 rubin";"EY-238 rubin";"Kamień centralny: rubin 0,15 ct
Kamienie boczne: brylanty 0,08 ct H/Si";"/userdata/gfx/e1bd11de8e2fdb7fc5567e93e274cb88.jpg";"/userdata/gfx/f59bb27e30f423a0cbfb704a2a7a9529.jpg";"/userdata/gfx/e34c159ab5fc899aef20f90c6f5e737a.jpg";"/userdata/gfx/83c20a481a3544a629eeaf76f7221ce2.jpg";"Waga: 1,50 - 1,90g";"z rubinem";"560"
"1521779218-43";"https://sklep.bestdiamonds.pl/userdata/gfx/e7097789fc9808131718a67db31972c2.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/2e66ed7b40aed05cea3a50a40bb92b7d.jpg";"Pierścionek EY-72 rubin";"EY-72 rubin";"Kamień centralny: rubin 0,15 ct
Kamienie boczne: brylanty 0,12 ct H/Si";"/userdata/gfx/e7097789fc9808131718a67db31972c2.jpg";"/userdata/gfx/2e66ed7b40aed05cea3a50a40bb92b7d.jpg";"/userdata/gfx/e5b77e7e6deee56cd5711ebe70b46b52.jpg";"/userdata/gfx/30433dd3923a7029aee3ddebab7fcee2.jpg";"Waga: 2,00 - 2,50g";"z rubinem";"810"
"1521779617-230";"https://sklep.bestdiamonds.pl/userdata/gfx/46afb2526704ecdcbfcdedc51e00fc74.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/ca5953a2369fb314f659e76fe0eb3108.jpg";"Pierścionek EY-245 0,10ct";"EY-245 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/46afb2526704ecdcbfcdedc51e00fc74.jpg";"/userdata/gfx/ca5953a2369fb314f659e76fe0eb3108.jpg";"/userdata/gfx/71c3f447d6dd8eca6a0c391f3952d091.jpg";"/userdata/gfx/c4827a088a0ad31101fd335f5a2d36e2.jpg";"Waga: 2,10 - 2,50g";"z brylantami";"650"
"1521779918-370";"https://sklep.bestdiamonds.pl/userdata/gfx/fdc0e31c008dd4f04689d2e473d30aab.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/098395ec33d5cde21cacc2f875e0ee39.jpg";"Pierścionek EY-152 0,10ct";"EY-152 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/fdc0e31c008dd4f04689d2e473d30aab.jpg";"/userdata/gfx/098395ec33d5cde21cacc2f875e0ee39.jpg";"/userdata/gfx/cfc786a7a3f7736e539a26479256e6d5.jpg";"/userdata/gfx/db6a4e59d843ccfa5e3736f9603f39ee.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"650"
"1521779357-108";"https://sklep.bestdiamonds.pl/userdata/gfx/b6d0e8d0d2542a2ba7b623f721fc12d8.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/e8b3bec4d50d009f71c2cb928baa035b.jpg";"Pierścionek EY-36 0,23ct";"EY-36 0,23ct";"Brylant 0,23 ct H/Si";"/userdata/gfx/b6d0e8d0d2542a2ba7b623f721fc12d8.jpg";"/userdata/gfx/e8b3bec4d50d009f71c2cb928baa035b.jpg";"/userdata/gfx/522229c4ec250fb6d3ac6a272e4812c5.jpg";"/userdata/gfx/8323b7ed8217493b4355685e8f39709c.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"1430"
"1521779539-193";"https://sklep.bestdiamonds.pl/userdata/gfx/a8ae44fe8bb2d559b2e3e1d405ebb846.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/895922baca09cd51ec1d17b3d70f93ae.jpg";"Pierścionek EY-274 topaz";"EY-274 topaz";"Kamień centralny: topaz 0,80 ct
Kamienie boczne: brylanty 0,38 ct H/Si";"/userdata/gfx/a8ae44fe8bb2d559b2e3e1d405ebb846.jpg";"/userdata/gfx/895922baca09cd51ec1d17b3d70f93ae.jpg";"/userdata/gfx/36ea83234308a1099b6874eba38a0da1.jpg";"/userdata/gfx/cd865b8b1c698bdcc8bf0765b10057f7.jpg";"Waga: 3,60 - 4,00g";"z topazem";"1850"
"1521779621-232";"https://sklep.bestdiamonds.pl/userdata/gfx/48efed3831cd36bb7aa16ec021aafe0d.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/80f7f57b99bac222943a03c1ae2206b2.jpg";"Pierścionek EY-243 0,20ct";"EY-243 0,20ct";"Brylant 0,20ct H/Si";"/userdata/gfx/48efed3831cd36bb7aa16ec021aafe0d.jpg";"/userdata/gfx/80f7f57b99bac222943a03c1ae2206b2.jpg";"/userdata/gfx/c000ecf27fad44034344009c855f0a5e.jpg";"/userdata/gfx/2d9922c7b8135e4c2f574d59cb0f8296.jpg";"Waga: 1,30 - 1,70g";"z brylantami";"1260"
"1521780177-489";"https://sklep.bestdiamonds.pl/userdata/gfx/db640b7f0ef81a9556e7ff1e3273b57d.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/aad837fe388e3412f679d3ef9fa73e7e.jpg";"Pierścionek EY-378 0,21ct";"EY-378 0,21ct";"Brylanty 0,21ct H/Si";"/userdata/gfx/db640b7f0ef81a9556e7ff1e3273b57d.jpg";"/userdata/gfx/aad837fe388e3412f679d3ef9fa73e7e.jpg";"/userdata/gfx/34fe02231ff45a98c50a4f8e7375d401.jpg";"/userdata/gfx/45732189505205876d1ec69ea2fe74d4.jpg";"Waga: 1,60 - 2,00g";"z brylantami";"960"
"1521779701-270";"https://sklep.bestdiamonds.pl/userdata/gfx/8a9007dc2cd5060481f55b09deb21976.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/903eb07716378f18cffde507c37c8d36.jpg";"Pierścionek EY-224 0,10ct";"EY-224 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/8a9007dc2cd5060481f55b09deb21976.jpg";"/userdata/gfx/903eb07716378f18cffde507c37c8d36.jpg";"/userdata/gfx/02dec96cf4dbe4a414c5ff37295167fb.jpg";"/userdata/gfx/1bf7cb3cd410391f9fab5258c15c5e84.jpg";"Waga: 1,10 - 1,50g";"z brylantami";"650"
"1521780227-511";"https://sklep.bestdiamonds.pl/userdata/gfx/a5cd00777b2acd9276af3cc53a160073.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c8552f4bdf57bff9482944c1e9202393.jpg";"Pierścionek EY-358 szafir";"EY-358 szafir";"Kamień centralny: szafir 1,70 ct
Kamienie boczne: brylanty 0,06 ct H/Si";"/userdata/gfx/a5cd00777b2acd9276af3cc53a160073.jpg";"/userdata/gfx/c8552f4bdf57bff9482944c1e9202393.jpg";"/userdata/gfx/07dba736562c67dde63fb4c16d1f571a.jpg";"/userdata/gfx/735db25b5b2b2932bdb87ddf5e4fdf36.jpg";"Waga: 3,30 - 3,70g";"z szafirem";"960"
"1521780025-420";"https://sklep.bestdiamonds.pl/userdata/gfx/33a2d8ec32f74171821ee869a893d5a7.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/6984cee092d74a37b824ed641c347709.jpg";"Pierścionek EY-100 0,04ct";"EY-100 0,04ct";"Brylanty 0,04ct H/Si";"/userdata/gfx/33a2d8ec32f74171821ee869a893d5a7.jpg";"/userdata/gfx/6984cee092d74a37b824ed641c347709.jpg";"/userdata/gfx/f23055507899ee8aaad06e3db242fbce.jpg";"/userdata/gfx/ba565558880dc9a35bcf6ada921c0ead.jpg";"Waga: 1,20 - 1,60g";"z brylantami";"340"
"1521779318-90";"https://sklep.bestdiamonds.pl/userdata/gfx/906ac3c360fb73140ed8f61d99bd5d2d.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/4aee213c0fe335014f98f3a0a43d775c.jpg";"Pierścionek EY-43 tanzanit";"EY-43 tanzanit";"Kamień centralny: tanzanit 0,50 ct
Kamienie boczne: brylanty 0,09 ct H/Si";"/userdata/gfx/906ac3c360fb73140ed8f61d99bd5d2d.jpg";"/userdata/gfx/4aee213c0fe335014f98f3a0a43d775c.jpg";"/userdata/gfx/e1133a3f8776a1224e6b9a5f235093a8.jpg";"/userdata/gfx/2455ca4c779a2ff2876a3610f5f286a2.jpg";"Waga: 2,70 - 3,10g";"z tanzanitem";"850"
